City,State,Latitude,Longitude,Severity,Traffic_Volume,Avg_Speed,Weather_Impact,Timestamp
Philadelphia,PA,26.81980792160615,-118.97587086435283,3,713,23.415325386938797,None,2023-12-21 22:00:00
Los Angeles,CA,48.900310867770905,-78.96803114728027,1,2756,25.852376728184396,Rain,2023-05-08 18:00:00
Cambridge,MA,35.75311812650526,-78.22593534279824,3,1628,33.442897333415246,Fog,2023-12-31 00:00:00
Ann Arbor,MI,44.656694641005,-113.4303537171681,3,3139,62.32208351954872,Storm,2023-04-11 09:00:00
Albany,NY,39.74598732620638,-68.87837354173993,1,4651,23.848046414349685,Snow,2023-11-15 01:00:00
Tacoma,WA,42.94120960295068,-107.66040556202049,2,1280,50.32895138537503,Fog,2023-07-13 11:00:00
Philadelphia,PA,27.837367098716932,-118.70227585469527,2,2395,5.181752250594888,None,2023-11-08 09:00:00
San Francisco,CA,38.226720021427255,-109.92424700760712,2,4471,35.0936300948658,Snow,2023-12-21 16:00:00
Cincinnati,OH,35.63543775101503,-84.37402328100143,4,4429,56.48552460503909,Storm,2023-07-22 01:00:00
Springfield,IL,45.37115421050682,-98.75976912614539,4,556,22.999427510962718,Snow,2023-06-14 20:00:00
Erie,PA,43.4582513370666,-106.24705136692698,4,1495,45.94142345889551,Storm,2023-05-03 12:00:00
Arlington,VA,46.087726271228476,-76.72887801409784,2,1023,61.13065392593977,Rain,2023-10-07 13:00:00
Toledo,OH,33.584996458424364,-117.7755885859806,1,4345,62.15900843132787,Fog,2023-05-22 21:00:00
Tampa,FL,27.698418708241388,-110.86770932987584,3,1530,8.49836075285509,Rain,2023-12-30 19:00:00
Mesa,AZ,32.65836326470766,-81.96727869473881,1,2857,15.74198405974414,Rain,2023-06-23 01:00:00
Columbus,OH,34.399366541940154,-114.68098755668028,3,2717,27.169750463701345,Snow,2023-09-08 20:00:00
Arlington,VA,44.64290234418013,-113.66859000038811,4,810,26.726905978561103,Rain,2023-08-22 11:00:00
Newark,NJ,44.895980072039734,-118.0693049250688,1,3291,7.607761973076414,Fog,2023-05-19 08:00:00
Tacoma,WA,28.495458267766566,-67.28564089261374,3,1780,39.89429734914636,Fog,2023-09-13 03:00:00
Virginia Beach,VA,46.962200137700336,-106.29514650476884,2,1904,24.721345867108685,Snow,2023-01-18 00:00:00
Newark,NJ,34.98669937637945,-123.06686566506875,4,776,62.81308649552612,Fog,2023-06-30 15:00:00
Paterson,NJ,26.95091560731539,-91.24529665356617,4,3047,31.37849431669308,Fog,2023-08-31 22:00:00
Los Angeles,CA,47.044347049820104,-114.82543108915453,1,1797,30.355189247593543,Rain,2023-09-05 19:00:00
Trenton,NJ,25.636128820648924,-123.4343311467526,3,721,47.541797341152844,Storm,2023-03-27 19:00:00
Columbus,GA,37.59023992130456,-99.74068257326186,2,2434,61.16391594422413,Storm,2023-01-25 19:00:00
Mesa,AZ,37.44608769051522,-96.60715208512073,1,1512,19.26040134075442,Fog,2023-09-29 15:00:00
Norfolk,VA,46.15219873043653,-90.34573938675534,2,3531,19.382778751971024,None,2023-08-04 07:00:00
Greensboro,NC,41.9341920597037,-87.7954636224629,1,4661,33.96752991311345,Fog,2023-05-22 22:00:00
Newark,NJ,33.184006545397025,-116.95549930886735,2,1901,35.898345127115675,Rain,2023-02-04 05:00:00
Buffalo,NY,40.49395812866709,-95.40466738618258,1,2079,64.70659098102398,Storm,2023-06-30 00:00:00
Phoenix,AZ,34.735285293262365,-74.0580194980479,4,3074,45.463999322567496,Snow,2023-02-16 06:00:00
Columbus,GA,32.038713579393715,-93.80748226557569,2,2444,10.913313789406839,Fog,2023-05-09 18:00:00
Los Angeles,CA,43.28141576941567,-100.64255534920422,3,1971,39.564619913069116,Fog,2023-08-11 05:00:00
Ann Arbor,MI,41.44987095844632,-86.90650444068467,2,795,45.18349280655565,Rain,2023-05-10 15:00:00
Mesa,AZ,34.311732255157835,-76.60496031281319,4,3191,34.713599359821146,Snow,2023-02-27 06:00:00
Miami,FL,48.774922614518076,-83.40955914129752,1,2610,50.06524917571907,Rain,2023-07-06 19:00:00
Augusta,GA,47.27565160848527,-108.89245652912622,4,4968,61.65142221363469,Rain,2023-01-10 20:00:00
Dallas,TX,28.665604160805202,-80.72853526584024,3,4288,58.7667525193905,None,2023-02-05 22:00:00
Columbus,OH,40.4405474108464,-77.14402072655793,3,2066,61.211622533588795,Rain,2023-05-30 06:00:00
Newark,NJ,30.276380960583463,-77.65855969420832,3,1040,56.42826207761164,Storm,2023-07-18 23:00:00
Lansing,MI,37.48962132030763,-77.85531441101789,4,2452,38.15782346425392,Storm,2023-07-15 20:00:00
Ann Arbor,MI,26.998546993898483,-69.57258890691246,4,3566,63.28966669160519,Storm,2023-01-07 20:00:00
Detroit,MI,28.286557439039974,-119.59845589498205,4,4616,34.48375735264685,Fog,2023-01-14 17:00:00
Chicago,IL,37.63654682540068,-87.31740298696513,3,1347,10.737968711832977,Fog,2023-03-12 05:00:00
San Diego,CA,33.61408558449805,-123.9500791147805,1,2768,46.71267566044838,Storm,2023-05-05 03:00:00
Cincinnati,OH,38.00427963830565,-101.65865482917819,3,1932,20.18149571547845,Storm,2023-06-08 07:00:00
Buffalo,NY,41.35475368085894,-69.919976698428,4,3917,51.09163330857135,None,2023-05-01 09:00:00
Springfield,IL,32.838427701703395,-67.80857340515571,3,3553,14.151150597442793,Rain,2023-12-29 05:00:00
Paterson,NJ,35.440630310747274,-104.17977645197973,2,3576,9.58751468939579,None,2023-04-14 03:00:00
Charlotte,NC,33.92240638525528,-119.13707168319739,3,3678,10.100315641482176,Fog,2023-06-04 02:00:00
Tampa,FL,29.765294322624218,-89.26998902774918,4,3157,38.052305544681005,Fog,2023-11-25 10:00:00
Paterson,NJ,43.01049859588075,-85.14308645405988,4,3469,14.147459712638462,Snow,2023-12-31 10:00:00
Pittsburgh,PA,47.53530920322457,-68.57889340779064,3,1222,53.793247504759236,Storm,2023-03-03 09:00:00
Bellevue,WA,37.41275096022097,-76.3740386583159,1,748,34.76744358324016,Storm,2023-06-23 02:00:00
Boston,MA,45.146594630177745,-100.9153832877938,1,1326,15.47162738796963,Rain,2023-12-04 13:00:00
Paterson,NJ,36.501955016406235,-91.21484592850211,3,3798,14.685073160804674,Snow,2023-05-14 13:00:00
Pittsburgh,PA,30.305453008172854,-123.91200371907931,1,4432,25.63560713670646,Snow,2023-04-12 21:00:00
Newark,NJ,31.423769236324368,-88.95542853656752,3,3435,12.202945907698314,Fog,2023-07-26 07:00:00
Savannah,GA,46.73309039466265,-84.66538886741898,1,4060,37.54565864153139,None,2023-01-12 20:00:00
Naperville,IL,36.11354645213473,-89.74607136500029,2,1914,18.98928832831488,Storm,2023-07-18 13:00:00
Boston,MA,43.64736300556372,-122.2675671263525,4,3764,24.59408768366253,Fog,2023-04-04 19:00:00
Raleigh,NC,36.28412736543778,-97.28599938700896,4,3466,15.276202019247531,Storm,2023-10-10 20:00:00
Greensboro,NC,26.71963182069325,-90.76601007732393,1,2326,26.7628563149217,Rain,2023-12-05 07:00:00
Jacksonville,FL,40.764645581569646,-94.41186796895896,1,1132,35.1745442743714,Rain,2023-10-05 20:00:00
Houston,TX,31.330194235656634,-83.59622671779186,3,3363,33.308462614397975,Fog,2023-11-25 19:00:00
Philadelphia,PA,36.4004779534465,-88.39661574875356,2,4749,43.1668191990324,Fog,2023-05-27 04:00:00
Durham,NC,38.47686844015276,-120.14563944871011,2,2014,21.704464881745817,Fog,2023-10-28 23:00:00
Paterson,NJ,30.71932644030036,-102.47149657029776,2,2481,57.37502389285912,Fog,2023-06-08 19:00:00
New York,NY,43.97119334041842,-86.17741429042576,1,4313,57.11059704040569,Rain,2023-07-18 12:00:00
Grand Rapids,MI,36.92865416522773,-114.61154686263511,4,1575,57.12486639448802,Storm,2023-09-30 03:00:00
Albany,NY,37.27082811453538,-86.84377381228848,3,4308,21.609846853392266,None,2023-01-25 22:00:00
Buffalo,NY,31.663109606798386,-87.56193398470333,2,4588,8.69954291499897,Rain,2023-05-17 14:00:00
Tacoma,WA,34.48334855699059,-107.47617312840885,4,1752,25.559305789560074,Snow,2023-01-11 08:00:00
Virginia Beach,VA,35.09856383378299,-112.53857051986277,3,528,25.544081664967962,Snow,2023-11-07 23:00:00
Tacoma,WA,41.32621794512386,-83.0259262862686,2,2364,25.22055053812784,Rain,2023-11-21 10:00:00
San Jose,CA,36.168485484924645,-98.50382437390303,1,4690,44.938066278030796,Fog,2023-03-22 16:00:00
Toledo,OH,42.201255139272746,-76.6699603040467,3,2386,10.859157349569188,Fog,2023-08-08 09:00:00
Albany,NY,42.92155663771745,-73.02144142166665,4,4419,23.239327079273195,Snow,2023-05-22 00:00:00
Raleigh,NC,48.70946239224642,-99.88635554355668,1,1291,60.230088089413165,Fog,2023-04-28 18:00:00
San Francisco,CA,47.44578767430969,-86.41758269964043,2,2288,44.36349808432909,Storm,2023-02-09 08:00:00
Norfolk,VA,31.42192198696568,-120.5750556800082,4,4794,41.38515491379889,Fog,2023-02-23 15:00:00
Richmond,VA,48.92040114573582,-98.77415618380763,2,2034,34.050508009890734,Storm,2023-04-11 17:00:00
Jacksonville,FL,31.840760403511247,-122.212627360647,4,3362,33.66206730650149,Fog,2023-08-01 05:00:00
Dallas,TX,27.064177225136117,-97.27899894695925,4,1233,35.612114639637966,None,2023-04-10 13:00:00
Orlando,FL,25.70967065628915,-117.70709982570904,4,3080,18.396119184374854,Storm,2023-05-24 15:00:00
Spokane,WA,29.720382159521204,-107.79940862688997,1,3762,35.7718990890943,Snow,2023-12-22 05:00:00
San Antonio,TX,34.25122156147955,-114.40456851880202,1,3889,59.07214056593233,Storm,2023-02-12 18:00:00
Peoria,IL,37.54447614924581,-113.55051517196341,4,929,14.594035840913886,Fog,2023-12-11 11:00:00
Orlando,FL,28.673973582969584,-72.96594737184486,4,1585,57.22168186186953,Rain,2023-08-09 23:00:00
Greensboro,NC,26.658461429081775,-116.5091801665485,4,2723,40.71408248614123,Rain,2023-06-26 01:00:00
Jersey City,NJ,33.95937148237046,-67.7256951986108,4,3960,11.519545668299573,None,2023-02-05 22:00:00
Naperville,IL,25.776247180224537,-99.50825278372085,2,2400,9.687167361790223,Snow,2023-10-03 08:00:00
Allentown,PA,42.72597038849902,-105.2126687119687,4,4748,23.722253134852203,None,2023-05-25 10:00:00
Tampa,FL,34.04277454790274,-93.12248260796025,1,2491,8.39656943081957,Fog,2023-06-24 18:00:00
San Francisco,CA,29.26398851303709,-84.80403488129406,1,1670,58.528443597147884,Storm,2023-07-26 16:00:00
Tucson,AZ,46.85032223604078,-104.02416282067881,2,2804,16.6406825004215,None,2023-02-01 01:00:00
Naperville,IL,38.672192433191036,-76.47510681552951,3,4518,33.327563802512145,None,2023-07-05 11:00:00
Virginia Beach,VA,39.80201849416732,-71.13329265912239,4,734,14.7193796781432,Fog,2023-10-26 12:00:00
Savannah,GA,25.0258200054581,-107.22660822105243,3,2159,59.092413549068745,Storm,2023-10-31 14:00:00
Bellevue,WA,48.18470172417953,-100.49888928395944,2,775,45.31016142734783,None,2023-11-06 23:00:00
Rochester,NY,26.42994506902309,-84.78806940511998,4,3154,35.27972648814065,None,2023-09-23 11:00:00
Savannah,GA,38.43856399248013,-102.54201982875162,1,3593,13.29903582872334,Snow,2023-03-13 23:00:00
Detroit,MI,39.59666434492857,-69.95725305125028,3,1026,7.463152324330031,Rain,2023-04-22 10:00:00
Detroit,MI,31.79675900624668,-98.82690113053269,2,1382,6.054944263172657,Snow,2023-03-22 22:00:00
Mesa,AZ,42.63685704567837,-82.3704796460861,2,4480,48.004050866386535,None,2023-09-11 14:00:00
Chicago,IL,31.79846560500718,-119.40120273040654,2,2112,61.93489832438603,Storm,2023-09-04 20:00:00
Paterson,NJ,41.4740195225297,-113.16292151529478,4,2532,30.467872670610895,None,2023-12-23 18:00:00
Richmond,VA,39.8335180703043,-72.32590755447262,3,2582,8.368377776345294,None,2023-10-02 20:00:00
Orlando,FL,30.26496443300108,-97.16670588553886,3,1536,42.92579802806295,Rain,2023-06-14 17:00:00
Jacksonville,FL,29.406194877211135,-87.13737725118474,3,4268,60.635036647527784,Fog,2023-03-07 16:00:00
Springfield,IL,37.82193427586117,-72.78012755041333,2,3390,42.337256974137766,Fog,2023-04-04 20:00:00
Durham,NC,29.786871273883143,-96.30929522772622,3,846,39.34464737076331,Snow,2023-03-29 06:00:00
Tampa,FL,25.676584339394175,-107.48020409721167,4,2943,18.063927676833597,Rain,2023-02-09 05:00:00
Boston,MA,42.74791743615718,-93.63301920504668,3,4731,34.55558978345164,Rain,2023-02-08 10:00:00
Cambridge,MA,33.96152078093293,-88.02190464868143,1,1285,14.60323882605847,None,2023-08-06 13:00:00
Atlanta,GA,44.25284320345314,-79.70190263465157,4,2635,50.50273674929637,Fog,2023-02-21 06:00:00
Charlotte,NC,43.82821103802178,-105.07176117550976,4,2647,62.91961025662968,Fog,2023-06-08 09:00:00
Scottsdale,AZ,27.883286097117733,-89.49349781006529,1,775,36.91773281293589,Fog,2023-06-28 12:00:00
Grand Rapids,MI,41.37155447347011,-93.13027681712761,2,4603,44.78125122529889,Fog,2023-06-06 07:00:00
Buffalo,NY,30.105281182223315,-91.13030021516968,1,2692,40.91946033073108,Rain,2023-01-26 06:00:00
Tucson,AZ,34.191810587495425,-82.54207920627753,1,3364,14.898186130002939,Rain,2023-11-03 06:00:00
Norfolk,VA,28.63861521229018,-69.84944109406084,3,1635,38.93109481655716,Storm,2023-10-31 15:00:00
Charlotte,NC,31.759573646871026,-90.8292137404259,2,2751,17.693207961468183,Rain,2023-12-28 20:00:00
San Jose,CA,44.71783011701993,-90.6438600187955,3,2518,38.53611139907538,Storm,2023-01-25 17:00:00
Philadelphia,PA,26.857866563345212,-104.21194634199973,2,3714,60.88336313197007,Rain,2023-07-09 16:00:00
Phoenix,AZ,44.8563336641619,-77.77457204779517,3,2065,20.08166017217579,Fog,2023-08-26 08:00:00
Richmond,VA,42.93125958748334,-92.86558093757779,2,4185,14.650667706516401,Fog,2023-02-17 09:00:00
Jacksonville,FL,48.94355852356425,-104.51214843313606,1,3416,17.724982815146603,Rain,2023-05-22 00:00:00
Charlotte,NC,31.340411225010453,-110.38482780268944,4,2441,28.64309358221731,Rain,2023-08-11 10:00:00
Jersey City,NJ,28.171171664594404,-122.65783470975298,4,2659,30.429692684052746,Fog,2023-11-25 12:00:00
Grand Rapids,MI,31.179534476261566,-83.65044521751335,1,4231,20.505946569668765,Storm,2023-05-23 20:00:00
Worcester,MA,44.65735961071727,-119.55473318251866,1,3083,38.618703527980145,None,2023-06-10 04:00:00
Charlotte,NC,40.868685532065506,-120.89116600887313,1,4849,30.67460281029019,Fog,2023-11-25 17:00:00
Austin,TX,41.55833480392743,-68.6386029862175,3,3580,26.804854817314823,Snow,2023-03-30 14:00:00
Arlington,VA,44.17248060688956,-92.4955978434092,2,2098,45.86323859343182,Snow,2023-03-02 07:00:00
Cincinnati,OH,32.34370963658106,-78.91807416513754,1,2644,40.77068369505151,Snow,2023-03-19 23:00:00
Austin,TX,31.873775001571193,-110.34859700289296,3,3439,10.448099370532296,Storm,2023-03-09 22:00:00
Jacksonville,FL,38.325111984434855,-70.08016330972154,2,2402,27.49032544679147,Fog,2023-11-11 09:00:00
Mesa,AZ,41.87596858136968,-121.43076303170912,3,4779,64.34725270845804,Storm,2023-07-14 12:00:00
Boston,MA,42.11203103353928,-85.22494204909187,2,3400,27.473601143223185,Storm,2023-07-29 13:00:00
San Diego,CA,31.445106896636787,-115.52298381891252,2,3090,59.10079168459464,Storm,2023-11-09 09:00:00
San Jose,CA,39.48984780040581,-76.60444256421684,2,4935,59.012198135537965,Rain,2023-05-15 22:00:00
Scottsdale,AZ,28.203795107330873,-85.78422872318939,3,4836,56.88464350777876,Snow,2023-11-05 21:00:00
Columbus,OH,37.967601957699394,-82.49749715667039,1,2248,52.316748590735806,Storm,2023-10-27 17:00:00
Greensboro,NC,25.534919444251884,-104.90300767864275,2,4870,44.11244563960409,Snow,2023-12-04 07:00:00
Bellevue,WA,45.03494183756514,-79.05165996206824,2,2658,39.57947645976313,Rain,2023-11-01 09:00:00
Ann Arbor,MI,45.53686330467124,-81.12367236541834,3,4869,6.617543937318075,Fog,2023-09-26 02:00:00
Tacoma,WA,39.29285096633248,-82.86174391384762,1,2597,35.620037702982756,Snow,2023-01-06 20:00:00
Scottsdale,AZ,29.065347509025564,-98.86258906662397,3,4455,20.882363288039553,Rain,2023-11-22 11:00:00
Jacksonville,FL,28.310056607914685,-93.90558508554741,3,3693,43.362282282410625,Rain,2023-07-13 22:00:00
Richmond,VA,28.27057536844725,-118.70287234847889,3,2563,31.748319565458328,None,2023-05-16 17:00:00
Worcester,MA,48.66297612787449,-89.22376077271252,3,568,30.534261899576606,None,2023-03-22 15:00:00
Boston,MA,40.98965401110098,-81.62918170798508,4,2007,45.273966517875444,Fog,2023-08-06 17:00:00
Mesa,AZ,48.26036281447816,-115.74942446828517,1,2623,59.42921928385917,None,2023-07-14 18:00:00
Boston,MA,34.90748873487857,-70.37021998483871,2,3898,61.58138093858985,Storm,2023-04-29 21:00:00
Cleveland,OH,34.608943764387234,-87.19936634108076,2,1288,34.77424087611362,Storm,2023-11-05 14:00:00
Tucson,AZ,39.898826985452224,-69.59569803030138,3,2292,25.279830237315768,Snow,2023-06-18 20:00:00
Worcester,MA,31.85460831305125,-79.85796336195506,3,4954,5.7651992915589645,Rain,2023-04-06 00:00:00
